AREAGEOGRAFICA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONEISTITUTORIFERIMENTO|DENOMINAZIONESCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|ALUNNI|Tipo
NORD OVEST|CNIC833006|CNEE833029|BARGE|BARGE-FRAZ.S.MARTINO|BARGE|SCUOLA PRIMARIA|VIA CROCETTA 2|CUNEO|PIEMONTE|57.0|S
NORD OVEST|CNIC820004|CNAA820033|SANTA VITTORIA D'ALBA|POCAPAGLIA - FRAZ. MACELLAI|POCAPAGLIA|SCUOLA INFANZIA|VIA DON ALMONDO|CUNEO|PIEMONTE||
NORD OVEST|CNIC820004|CNAA820044|SANTA VITTORIA D'ALBA|POCAPAGLIA - CAP.|POCAPAGLIA|SCUOLA INFANZIA|PIAZZA MARIA PIA|CUNEO|PIEMONTE||
NORD OVEST|CNIC811009|CNEE81102C|SAN MICHELE MONDOVI'|NIELLA TANARO - CAPOL.|NIELLA TANARO|SCUOLA PRIMARIA|VIA XX SETTEMBRE 108|CUNEO|PIEMONTE|33.0|S
NORD OVEST|CNIC811009|CNEE81103D|SAN MICHELE MONDOVI'|L. CUGNOD - PAMPARATO SERRA|PAMPARATO|SCUOLA PRIMARIA|VIA PROVINCIALE N. 5 - FRAZ. SERRA|CUNEO|PIEMONTE|22.0|S
NORD OVEST|CNIC811009|CNEE81104E|SAN MICHELE MONDOVI'|SAN MICHELE MONDOVI'|SAN MICHELE MONDOVI'|SCUOLA PRIMARIA|VIA DELLE SCUOLE N. 1|CUNEO|PIEMONTE|79.0|S
NORD OVEST|CNIC84500C|CNEE84503L|VERZUOLO|"PRIMARIA""S.PELLICO""VILLANOVETTA"|VERZUOLO|SCUOLA PRIMARIA|VIA SILVIO PELLICO  4|CUNEO|PIEMONTE|81.0|S
NORD OVEST|CNIC84500C|CNEE84504N|VERZUOLO|PRIMARIA LAGNASCO|LAGNASCO|SCUOLA PRIMARIA|PIAZZA UMBERTO I ,  13|CUNEO|PIEMONTE|80.0|S
NORD OVEST|CNIS026007|CNIS026007|"MONDOVI' ""GIOLITTI-BELLISARIO"""|"MONDOVI' ""GIOLITTI-BELLISARIO"""|MONDOVI'|ISTITUTO SUPERIORE|PIAZZA IV NOVEMBRE|CUNEO|PIEMONTE||
NORD OVEST|CNIS02800V|CNIS02800V|"CUNEO ""VIRGINIO - DONADIO"""|"CUNEO ""VIRGINIO - DONADIO"""|CUNEO|ISTITUTO SUPERIORE|VIA SAVIGLIANO, 25|CUNEO|PIEMONTE||
NORD OVEST|CNIS02900P|CNIS02900P|"MONDOVI' ""CIGNA-BARUFFI-GARELLI"""|"MONDOVI' ""CIGNA-BARUFFI-GARELLI"""|MONDOVI'|ISTITUTO SUPERIORE|VIA DI CURAZZA NR. 15|CUNEO|PIEMONTE||
NORD OVEST|CNIC846008|CNEE84602B|DOGLIANI|DOGLIANI -  L. TARICCO|DOGLIANI|SCUOLA PRIMARIA|VIA D.GHIGLIANO 38|CUNEO|PIEMONTE|250.0|S
NORD OVEST|CNIC846008|CNEE84603C|DOGLIANI|"""G.BARROERO"" - FARIGLIANO"|FARIGLIANO|SCUOLA PRIMARIA|PIAZZA VITTORIO EMANUELE N.25|CUNEO|PIEMONTE|111.0|S
NORD OVEST|CNIC846008|CNEE84604D|DOGLIANI|"""A.VACCHETTA"" LEQUIO TANARO"|LEQUIO TANARO|SCUOLA PRIMARIA|VIA GIACOMO CIGLIUTTI N.17|CUNEO|PIEMONTE|19.0|S
NORD OVEST|CNIC84900Q|CNAA84903P|DIANO D'ALBA - CAPOLUOGO|RODDI-CAPOLUOGO|RODDI|SCUOLA INFANZIA|VIA CROSETTI,1|CUNEO|PIEMONTE||
NORD OVEST|CNIC84900Q|CNAA84904Q|DIANO D'ALBA - CAPOLUOGO|RODELLO|RODELLO|SCUOLA INFANZIA|PIAZZA  COMUNALE, 2|CUNEO|PIEMONTE||
NORD OVEST|CNIC84900Q|CNAA84905R|DIANO D'ALBA - CAPOLUOGO|DIANO ALBA  - CAPOLUOGO|DIANO D'ALBA|SCUOLA INFANZIA|VIA UMBERTO I 25/A|CUNEO|PIEMONTE||
NORD OVEST|CNIC812005|CNEE812028|VILLANOVA MONDOVI'|FRABOSA SOTTANA - CAPOL.|FRABOSA SOTTANA|SCUOLA PRIMARIA|VIA IV NOVEMBRE 62|CUNEO|PIEMONTE|39.0|S
NORD OVEST|CNIC846008|CNAA846037|DOGLIANI|PIOZZO-CAPOLUOGO|PIOZZO|SCUOLA INFANZIA|VIA LAZANIO N.9|CUNEO|PIEMONTE||
NORD OVEST|CNIC812005|CNEE812039|VILLANOVA MONDOVI'|ROCCAFORTE MONDOVI'- CAPOL.|ROCCAFORTE MONDOVI'|SCUOLA PRIMARIA|PIAZZA MONS. EULA|CUNEO|PIEMONTE|89.0|S
NORD OVEST|CNIC812005|CNEE81204A|VILLANOVA MONDOVI'|VILLANOVA MONDOVI' - CAPOLUOGO|VILLANOVA MONDOVI'|SCUOLA PRIMARIA|CORSO MARCONI 37|CUNEO|PIEMONTE|152.0|S
NORD OVEST|CNIC812005|CNEE81205B|VILLANOVA MONDOVI'|VILLANOVA M. FRAZ. BRANZOLA|VILLANOVA MONDOVI'|SCUOLA PRIMARIA|VIA PIANFEI 67|CUNEO|PIEMONTE|68.0|S
NORD OVEST|CNIC85900A|CNAA859028|MONDOVI' 2|MONDOVI'-FRAZ.RIFREDDO|MONDOVI'|SCUOLA INFANZIA|Non Disponibile|CUNEO|PIEMONTE||
NORD OVEST|CNIC84300R|CNEE84302X|CENTALLO-VILLAFALLETTO|CENTALLO - FRAZ. ROATA CHIUSANI|CENTALLO|SCUOLA PRIMARIA|VIA CUNEO, N. 2|CUNEO|PIEMONTE|92.0|S
NORD OVEST|CNIC83200A|CNIC83200A|"BAGNOLO P.TE ""B. FENOGLIO"""|"BAGNOLO P.TE ""B. FENOGLIO"""|BAGNOLO PIEMONTE|ISTITUTO COMPRENSIVO|VIA  CONFRATERNITA       42|CUNEO|PIEMONTE||
NORD OVEST|CNIC833006|CNIC833006|BARGE|BARGE|BARGE|ISTITUTO COMPRENSIVO|VIALE MAZZINI 2|CUNEO|PIEMONTE||
NORD OVEST|CNIC834002|CNIC834002|REVELLO|REVELLO|REVELLO|ISTITUTO COMPRENSIVO|VIALE UMBERTO I,  33|CUNEO|PIEMONTE||
NORD OVEST|CNIC811009|CNEE81106L|SAN MICHELE MONDOVI'|G. COMINO - VICOFORTE|VICOFORTE|SCUOLA PRIMARIA|VIA AL SANTUARIO 7/E - FRAZ SANTUARIO|CUNEO|PIEMONTE|175.0|S
NORD OVEST|CNIC811009|CNEE81107N|SAN MICHELE MONDOVI'|PR. TORRE MONDOVI' - CAPOLUOGO|TORRE MONDOVI'|SCUOLA PRIMARIA|VIA UMBERTO I N. 35|CUNEO|PIEMONTE|13.0|S
NORD OVEST|CNIC85900A|CNAA859039|MONDOVI' 2|MONDOVI'-FRAZ.S.ANNA AVAGNINA|MONDOVI'|SCUOLA INFANZIA|Non Disponibile|CUNEO|PIEMONTE||
NORD OVEST|CNIC85900A|CNAA85904A|MONDOVI' 2|MONDOVI'-FRAZ.BREOLUNGI|MONDOVI'|SCUOLA INFANZIA|FRAZ. BREOLUNGI|CUNEO|PIEMONTE||
NORD OVEST|CNIC80300A|CNAA803017|"DEMONTE  ""L. ROMANO"""|INFANZIA DI DEMONTE|DEMONTE|SCUOLA INFANZIA|VIA PERRIER 18|CUNEO|PIEMONTE||
NORD OVEST|CNIC80300A|CNAA803028|"DEMONTE  ""L. ROMANO"""|INFANZIA ROCCASPARVERA - P.Q.|ROCCASPARVERA|SCUOLA INFANZIA|VIA PERASSO, 13|CUNEO|PIEMONTE||
NORD OVEST|CNIC80300A|CNAA803039|"DEMONTE  ""L. ROMANO"""|INFANZIA DI VINADIO|VINADIO|SCUOLA INFANZIA|VIA TROCELLO 10|CUNEO|PIEMONTE||
NORD OVEST|CNIC811009|CNEE81108P|SAN MICHELE MONDOVI'|G.OTTOLINI-MONTALDO MONDOVI'|MONTALDO DI MONDOVI'|SCUOLA PRIMARIA|VIA COSTANZO CAVALLO, 8|CUNEO|PIEMONTE|13.0|S
NORD OVEST|CNIC812005|CNEE812017|VILLANOVA MONDOVI'|FRABOSA SOPRANA - CAPOLUOGO|FRABOSA SOPRANA|SCUOLA PRIMARIA|PIAZZA MUNICIPIO|CUNEO|PIEMONTE|19.0|S
NORD OVEST|CNIC826003|CNEE826015|VENASCA-COSTIGLIOLE S.|BROSSASCO - CAPOLUOGO|BROSSASCO|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|53.0|S
NORD OVEST|CNIC826003|CNEE826048|VENASCA-COSTIGLIOLE S.|ROSSANA - CAPOLUOGO|ROSSANA|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|30.0|S
NORD OVEST|CNIC834002|CNEE834025|REVELLO|REVELLO - CAPOLUOGO|REVELLO|SCUOLA PRIMARIA|VIALE UMBERTO I, 35|CUNEO|PIEMONTE|201.0|S
NORD OVEST|CNIC83500T|CNEE83501X|SANFRONT -  PAESANA|RIFREDDO - CAPOLUOGO|RIFREDDO|SCUOLA PRIMARIA|VIA BRAIDE, 3|CUNEO|PIEMONTE|55.0|S
NORD OVEST|CNIC83500T|CNEE835021|SANFRONT -  PAESANA|"SANFRONT -CAPOLUOGO"" ADA NEGRI"""|SANFRONT|SCUOLA PRIMARIA|CORSO MARCONI, 22|CUNEO|PIEMONTE|133.0|S
NORD OVEST|CNIC82800P|CNEE828051|"DRONERO ""G.GIOLITTI"""|PRAZZO - CAPOLUOGO|PRAZZO|SCUOLA PRIMARIA|PRAZZO|CUNEO|PIEMONTE|21.0|S
NORD OVEST|CNIC834002|CNEE834014|REVELLO|ENVIE - CAPOLUOGO|ENVIE|SCUOLA PRIMARIA|VIA CIRCONVALLAZIONE, 43|CUNEO|PIEMONTE|84.0|S
NORD OVEST|CNIC847004|CNIC847004|CUNEO - FRAZ. BORGO S. GIUSEPPE|CUNEO - FRAZ. BORGO S. GIUSEPPE|CUNEO|ISTITUTO COMPRENSIVO|VIA ROCCADEBALDI 15|CUNEO|PIEMONTE||
NORD OVEST|CNIC84800X|CNIC84800X|CUNEO - OLTRESTURA|CUNEO - OLTRESTURA|CUNEO|ISTITUTO COMPRENSIVO|P.LE DELLA BATTAGLIA N. 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC82300G|CNAA82305L|GOVONE|CASTELLINALDO CAP. - F. MUSSONE|CASTELLINALDO|SCUOLA INFANZIA|VIA MARCONI, 5|CUNEO|PIEMONTE||
NORD OVEST|CNIC83500T|CNEE835032|SANFRONT -  PAESANA|PAESANA - CAPOLUOGO|PAESANA|SCUOLA PRIMARIA|VIA ROMA 59|CUNEO|PIEMONTE|107.0|S
NORD OVEST|CNIC81000D|CNEE81001G|ROBILANTE|LIMONE PIEMONTE - CAPOLUOGO|LIMONE PIEMONTE|SCUOLA PRIMARIA|VIA MARRO N.41|CUNEO|PIEMONTE|50.0|S
NORD OVEST|CNIC82200Q|CNEE82201T|CANALE|CANALE - CAPOLUOGO|CANALE|SCUOLA PRIMARIA|VIALE DEL PESCO, 5/A|CUNEO|PIEMONTE|343.0|S
NORD OVEST|CNIC82200Q|CNEE82202V|CANALE|MONTALDO ROERO - CAPOLUOGO|MONTALDO ROERO|SCUOLA PRIMARIA|VIA ROMA 58|CUNEO|PIEMONTE|19.0|S
NORD OVEST|CNIC80700N|CNEE80703T|BENE VAGIENNA|SANT'ALBANO STURA-CAPOLUOGO|SANT'ALBANO STURA|SCUOLA PRIMARIA|VIA MOROZZO 2|CUNEO|PIEMONTE|115.0|S
NORD OVEST|CNIC80700N|CNEE80704V|BENE VAGIENNA|TRINITA'-CAPOLUOGO|TRINITA'|SCUOLA PRIMARIA|VIA CARLO MARRO 18|CUNEO|PIEMONTE|150.0|S
NORD OVEST|CNIC80800D|CNEE80803N|BORGO S. DALMAZZO|BORGO S.DALMAZZO-ROASCHIO CENTR|BORGO SAN DALMAZZO|SCUOLA PRIMARIA|VICOLO PIAZZA D'ARMI 13|CUNEO|PIEMONTE|350.0|S
NORD OVEST|CNIC80800D|CNEE80804P|BORGO S. DALMAZZO|BORGO S.DALMAZZO-DON P. LUCIANO|BORGO SAN DALMAZZO|SCUOLA PRIMARIA|VIA GIOVANNI XXIII, 3|CUNEO|PIEMONTE|223.0|S
NORD OVEST|CNIC809009|CNEE80901B|"""A. VASSALLO"" BOVES"|BOVES-CAPOLUOGO|BOVES|SCUOLA PRIMARIA|VIA ALBA N. 1|CUNEO|PIEMONTE|339.0|S
NORD OVEST|CNIC809009|CNEE80902C|"""A. VASSALLO"" BOVES"|BOVES-FRAZ.FONTANELLE|BOVES|SCUOLA PRIMARIA|VIA SAN LORENZO N. 11|CUNEO|PIEMONTE|91.0|S
NORD OVEST|CNIC804006|CNAA804013|CARAGLIO|CARAGLIO MATERNA -CAPOLUOGO|CARAGLIO|SCUOLA INFANZIA|VIA TORINO N. 24|CUNEO|PIEMONTE||
NORD OVEST|CNIC804006|CNAA804024|CARAGLIO|CARAGLIO MATERNA PASCHERA|CARAGLIO|SCUOLA INFANZIA|FRAZ. PASCHERA|CUNEO|PIEMONTE||
NORD OVEST|CNIC804006|CNAA804035|CARAGLIO|VALGRANA MATERNA -CAPOLUOGO|VALGRANA|SCUOLA INFANZIA|VIA XXV APRILE|CUNEO|PIEMONTE||
NORD OVEST|CNIC86000E|CNAA86001B|CUNEO VIALE ANGELI|"CUNEO- ""FILLIA"" VIA S. STEFANO"|CUNEO|SCUOLA INFANZIA|VIA SANTO STEFANO DA CUNEO|CUNEO|PIEMONTE||
NORD OVEST|CNIC86000E|CNAA86002C|CUNEO VIALE ANGELI|"CUNEO- "" SERAFINO ARNAUD"""|CUNEO|SCUOLA INFANZIA|VIA SERAFINO ARNAUD, 16|CUNEO|PIEMONTE||
NORD OVEST|CNIC84500C|CNAA845019|VERZUOLO|INFANZIA VERZUOLO CAP.|VERZUOLO|SCUOLA INFANZIA|VIA CASTELLO 4|CUNEO|PIEMONTE||
NORD OVEST|CNIC84500C|CNAA84502A|VERZUOLO|INFANZIA FALICETTO|VERZUOLO|SCUOLA INFANZIA|VIA POMAROLO 38D|CUNEO|PIEMONTE||
NORD OVEST|CNIC846008|CNAA846015|DOGLIANI|DOGLIANI-CAPOLUOGO|DOGLIANI|SCUOLA INFANZIA|VIALE RIMEMBRANZA N.21|CUNEO|PIEMONTE||
NORD OVEST|CNIC846008|CNAA846026|DOGLIANI|"""REGINA MARGHERITA"" FARIGLIANO"|FARIGLIANO|SCUOLA INFANZIA|PIAZZA DON ARNALDI N.1|CUNEO|PIEMONTE||
NORD OVEST|CNIC81400R|CNEE81414D|BOSSOLASCO-MURAZZANO|MURAZZANO  CAPOL.|MURAZZANO|SCUOLA PRIMARIA|VIA CELESTINO D'ASTE|CUNEO|PIEMONTE|44.0|S
NORD OVEST|CNIC840009|CNAA840016|CERVASCA|CERVASCA-FRAZ. S.CROCE|CERVASCA|SCUOLA INFANZIA|VIA VIGNOLO,115|CUNEO|PIEMONTE||
NORD OVEST|CNIC840009|CNAA840027|CERVASCA|VIGNOLO-CAPOLUOGO|VIGNOLO|SCUOLA INFANZIA|VIA ROSOLINE|CUNEO|PIEMONTE||
NORD OVEST|CNIC840009|CNAA840038|CERVASCA|CERVASCA - CAPOLUOGO|CERVASCA|SCUOLA INFANZIA|PIAZZA DR,. BERNARDI|CUNEO|PIEMONTE||
NORD OVEST|CNIC84900Q|CNIC84900Q|DIANO D'ALBA - CAPOLUOGO|DIANO D'ALBA - CAPOLUOGO|DIANO D'ALBA|ISTITUTO COMPRENSIVO|PIAZZA UMBERTO I 25/A|CUNEO|PIEMONTE||
NORD OVEST|CNIC85000X|CNIC85000X|BUSCA GIOSUE CARDUCCI|BUSCA GIOSUE CARDUCCI|BUSCA|ISTITUTO COMPRENSIVO|VIA  CARLETTO MICHELIS 2|CUNEO|PIEMONTE||
NORD OVEST|CNIC85100Q|CNIC85100Q|SAVIGLIANO S. SANTAROSA|SAVIGLIANO S. SANTAROSA|SAVIGLIANO|ISTITUTO COMPRENSIVO|VIA ALESSANDRO FERRERI 9|CUNEO|PIEMONTE||
NORD OVEST|CNIC81400R|CNAA81401N|BOSSOLASCO-MURAZZANO|ALBARETTO DELLA TORRE-CAPOLUOGO|ALBARETTO DELLA TORRE|SCUOLA INFANZIA|VIA SOTTANA 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC81400R|CNAA81402P|BOSSOLASCO-MURAZZANO|BENEVELLO|BENEVELLO|SCUOLA INFANZIA|VIA SCUOLE 9|CUNEO|PIEMONTE||
NORD OVEST|CNIC81400R|CNAA81403Q|BOSSOLASCO-MURAZZANO|BOSSOLASCO-CAPOLUOGO|BOSSOLASCO|SCUOLA INFANZIA|PIAZZA CADUTI PER LA PATRIA, 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC81400R|CNAA81404R|BOSSOLASCO-MURAZZANO|CRAVANZANA|CRAVANZANA|SCUOLA INFANZIA|PIAZZA MARCONI 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC81400R|CNAA81405T|BOSSOLASCO-MURAZZANO|NIELLA BELBO CAPOLUOGO|NIELLA BELBO|SCUOLA INFANZIA|PIAZZA MERCATO 14|CUNEO|PIEMONTE||
NORD OVEST|CNIC81400R|CNAA81406V|BOSSOLASCO-MURAZZANO|SERRAVALLE LANGHE|SERRAVALLE LANGHE|SCUOLA INFANZIA|P.ZZA MUNICIPIO 19|CUNEO|PIEMONTE||
NORD OVEST|CNIC818004|CNAA818022|SOMMARIVA PERNO|CORNELIANO D'ALBA-CAPOLUOGO|CORNELIANO D'ALBA|SCUOLA INFANZIA|VIA CASTELLERO 4|CUNEO|PIEMONTE||
NORD OVEST|CNIC818004|CNAA818033|SOMMARIVA PERNO|PIOBESI D'ALBA  - CAPOLUOGO|PIOBESI D'ALBA|SCUOLA INFANZIA|VIA COMUNITA' 5|CUNEO|PIEMONTE||
NORD OVEST|CNIC841005|CNAA841012|CHIUSA DI PESIO - PEVERAGNO|CHIUSA DI PESIO - FRAZ. VIGNA|CHIUSA DI PESIO|SCUOLA INFANZIA|VIA PROVINCIALE|CUNEO|PIEMONTE||
NORD OVEST|CNIC841005|CNAA841023|CHIUSA DI PESIO - PEVERAGNO|CHIUSA DI PESIO-CAPOLUOGO|CHIUSA DI PESIO|SCUOLA INFANZIA|VIA VICINALE VIGNE SOPRANE|CUNEO|PIEMONTE||
NORD OVEST|CNIC841005|CNAA841034|CHIUSA DI PESIO - PEVERAGNO|PEVERAGNO-CAPOLUOGO|PEVERAGNO|SCUOLA INFANZIA|VIA GUGLIELMO ABATE, 32|CUNEO|PIEMONTE||
NORD OVEST|CNIC84300R|CNAA84302P|CENTALLO-VILLAFALLETTO|CENTALLO|CENTALLO|SCUOLA INFANZIA|P.ZZA VITTORIO AMEDEO II,1|CUNEO|PIEMONTE||
NORD OVEST|CNIC85100Q|CNAA85101L|SAVIGLIANO S. SANTAROSA|SAVIGLIANO-C.SO DE GASPERI|SAVIGLIANO|SCUOLA INFANZIA|C.SO DE GASPERI 21|CUNEO|PIEMONTE||
NORD OVEST|CNIC818004|CNAA818044|SOMMARIVA PERNO|SOMMARIVA PERNO-CAPOLUOGO|SOMMARIVA PERNO|SCUOLA INFANZIA|VIA ALA|CUNEO|PIEMONTE||
NORD OVEST|CNIC81900X|CNAA81901R|LA MORRA|BAROLO-CAPOLUOGO|BAROLO|SCUOLA INFANZIA|VICOLO DEL POZZO 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC81900X|CNAA81902T|LA MORRA|LA MORRA-CAPOLUOGO|LA MORRA|SCUOLA INFANZIA|VIA RICHIERI 3|CUNEO|PIEMONTE||
NORD OVEST|CNIC81900X|CNAA81903V|LA MORRA|NOVELLO|NOVELLO|SCUOLA INFANZIA|VIA GIORDANO 59|CUNEO|PIEMONTE||
NORD OVEST|CNIC81900X|CNAA81904X|LA MORRA|MONFORTE D'ALBA-CAPOLUOGO|MONFORTE D'ALBA|SCUOLA INFANZIA|P.ZZA F.LLI VOLA N. 3|CUNEO|PIEMONTE||
NORD OVEST|CNIC847004|CNEE847049|CUNEO - FRAZ. BORGO S. GIUSEPPE|CUNEO-FRAZ.SPINETTA|CUNEO|SCUOLA PRIMARIA|VIA GAUTERI 10|CUNEO|PIEMONTE|80.0|S
NORD OVEST|CNIC80600T|CNAA80601P|CARRU|BASTIA MONDOVI'|BASTIA MONDOVI'|SCUOLA INFANZIA|VIA DELLE SCUOLE, 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC83500T|CNEE835043|SANFRONT -  PAESANA|MARTINIANA PO - CAPOL.|MARTINIANA PO|SCUOLA PRIMARIA|VIA ROMA N. 29|CUNEO|PIEMONTE|26.0|S
NORD OVEST|CNIC83600N|CNEE83601Q|GARESSIO|SCUOLA PRIMARIA DI BAGNASCO|BAGNASCO|SCUOLA PRIMARIA|VIA ROMA, 5|CUNEO|PIEMONTE|49.0|S
NORD OVEST|CNIC820004|CNEE820049|SANTA VITTORIA D'ALBA|SANT VITTORIA ALBA -LOC.CINZANO|SANTA VITTORIA D'ALBA|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|66.0|S
NORD OVEST|CNIC81600C|CNEE81605P|CORTEMILIA-SALICETO|CASTINO - CAPOLUOGO|CASTINO|SCUOLA PRIMARIA|VIA G. NEGRO, 24|CUNEO|PIEMONTE|8.0|S
NORD OVEST|CNIC81600C|CNEE81606Q|CORTEMILIA-SALICETO|CAMERANA - FRAZ. CONTRADA|CAMERANA|SCUOLA PRIMARIA|VIA CESARE BATTISTI, 4|CUNEO|PIEMONTE|22.0|S
NORD OVEST|CNIC83600N|CNEE83602R|GARESSIO|GARESSIO|GARESSIO|SCUOLA PRIMARIA|PIAZZA BALILLA 12|CUNEO|PIEMONTE|143.0|S
NORD OVEST|CNIC83600N|CNEE83603T|GARESSIO|SCUOLA PRIMARIA DI ORMEA|ORMEA|SCUOLA PRIMARIA|VIA MARTINETTO, 1 -LOC.ALTRAMELLA|CUNEO|PIEMONTE|37.0|S
NORD OVEST|CNIC83600N|CNEE83604V|GARESSIO|SCUOLA PRIMARIA DI PRIOLA|PRIOLA|SCUOLA PRIMARIA|VIA PROVINCIALE 2|CUNEO|PIEMONTE|20.0|S
NORD OVEST|CNIC83600N|CNEE83605X|GARESSIO|SCUOLA PRIMARIA DI NUCETTO|NUCETTO|SCUOLA PRIMARIA|VIA LUNGO TANARO 1|CUNEO|PIEMONTE|31.0|S
NORD OVEST|CNIC81000D|CNEE81002L|ROBILANTE|ROBILANTE - CAPOLUOGO|ROBILANTE|SCUOLA PRIMARIA|VIA B. ARMAND,10|CUNEO|PIEMONTE|121.0|S
NORD OVEST|CNIC81000D|CNEE81003N|ROBILANTE|ROCCAVIONE - CAPOLUOGO|ROCCAVIONE|SCUOLA PRIMARIA|P.ZZA DON G.B. CHESTA,4|CUNEO|PIEMONTE|104.0|S
NORD OVEST|CNIC82300G|CNEE82303Q|GOVONE|GOVONE|GOVONE|SCUOLA PRIMARIA|LOCALITA' MARTORIANA 2/A|CUNEO|PIEMONTE|102.0|S
NORD OVEST|CNIC82300G|CNEE82304R|GOVONE|"""F.EUSEBIO"""|MAGLIANO ALFIERI|SCUOLA PRIMARIA|PIAZZA BERGAMASCO, 25|CUNEO|PIEMONTE|111.0|S
NORD OVEST|CNIC85200G|CNAA85201C|SAVIGLIANO -PAPA GIOVANNI XXIII|"SAVIGLIANO - ""FILIPPO CURTI"""|SAVIGLIANO|SCUOLA INFANZIA|VIA EINAUDI|CUNEO|PIEMONTE||
NORD OVEST|CNIC85200G|CNAA85202D|SAVIGLIANO -PAPA GIOVANNI XXIII|SAVIGLIANO-VIA MURATORI|SAVIGLIANO|SCUOLA INFANZIA|VIA MURATORI|CUNEO|PIEMONTE||
NORD OVEST|CNIC85300B|CNAA853018|ALBA QUARTIERE MUSSOTTO E SX TA|VERANI - MONTICELLO D'ALBA|MONTICELLO D'ALBA|SCUOLA INFANZIA|VIA M.NANTIAT, 9/A|CUNEO|PIEMONTE||
NORD OVEST|CNIC85300B|CNAA853029|ALBA QUARTIERE MUSSOTTO E SX TA|ALBA-FRAZ.MUSSOTTO|ALBA|SCUOLA INFANZIA|STRADA GUARENE 6/3|CUNEO|PIEMONTE||
NORD OVEST|CNIC85300B|CNAA85303A|ALBA QUARTIERE MUSSOTTO E SX TA|GUARENE-CAPOLUOGO|GUARENE|SCUOLA INFANZIA|VIA DUCA D'AOSTA N. 10|CUNEO|PIEMONTE||
NORD OVEST|CNIC84300R|CNEE843075|CENTALLO-VILLAFALLETTO|VILLAFALLETTO|VILLAFALLETTO|SCUOLA PRIMARIA|PIAZZA FALLETTI|CUNEO|PIEMONTE|135.0|S
NORD OVEST|CNIC81600C|CNEE81607R|CORTEMILIA-SALICETO|"MONESIGLIO - CAPOL. ""T. BALOCCO"|MONESIGLIO|SCUOLA PRIMARIA|PIAZZA XX SETTEMBRE|CUNEO|PIEMONTE|26.0|S
NORD OVEST|CNIC81600C|CNEE81608T|CORTEMILIA-SALICETO|"PRUNETTO - CAPOLUOGO ""A. FRESIA"|PRUNETTO|SCUOLA PRIMARIA|VIA SAN SEBASTIANO|CUNEO|PIEMONTE|19.0|S
NORD OVEST|CNIC818004|CNIC818004|SOMMARIVA PERNO|SOMMARIVA PERNO|SOMMARIVA PERNO|ISTITUTO COMPRENSIVO|VIA        SAN GIOVANNI        N.12|CUNEO|PIEMONTE||
NORD OVEST|CNIC81900X|CNIC81900X|LA MORRA|LA MORRA|LA MORRA|ISTITUTO COMPRENSIVO|VIA CARLO ALBERTO N. 6|CUNEO|PIEMONTE||
NORD OVEST|CNIC820004|CNIC820004|SANTA VITTORIA D'ALBA|SANTA VITTORIA D'ALBA|SANTA VITTORIA D'ALBA|ISTITUTO COMPRENSIVO|VIA  SERAFINA 14 BIS|CUNEO|PIEMONTE||
NORD OVEST|CNIC82300G|CNEE82305T|GOVONE|A.ALLOESIO|PRIOCCA|SCUOLA PRIMARIA|VIA ROMA, 49|CUNEO|PIEMONTE|81.0|S
NORD OVEST|CNIC82400B|CNEE82401D|SANTO STEFANO BELBO|"""GIUSEPPE TOSA"" COSSANO BELBO"|COSSANO BELBO|SCUOLA PRIMARIA|VIA XX SETTEMBRE 1|CUNEO|PIEMONTE|51.0|S
NORD OVEST|CNIC82400B|CNEE82402E|SANTO STEFANO BELBO|SANTO STEFANO BELBO - CAPOL.|SANTO STEFANO BELBO|SCUOLA PRIMARIA|VIA ROMA 17|CUNEO|PIEMONTE|177.0|S
NORD OVEST|CNIC84300R|CNAA84303Q|CENTALLO-VILLAFALLETTO|TARANTASCA|TARANTASCA|SCUOLA INFANZIA|VIA P. BELLINO N.5|CUNEO|PIEMONTE||
NORD OVEST|CNIC84300R|CNAA84304R|CENTALLO-VILLAFALLETTO|VOTTIGNASCO|VOTTIGNASCO|SCUOLA INFANZIA|PIAZZA G. MARCONI 13|CUNEO|PIEMONTE||
NORD OVEST|CNIC804006|CNEE804029|CARAGLIO|CARAGLIO PRIMARIA - CAPOLUOGO|CARAGLIO|SCUOLA PRIMARIA|CORSO GIOVANNI XXIII, 14|CUNEO|PIEMONTE|308.0|S
NORD OVEST|CNIC85800E|CNAA85801B|MONDOVI' 1|MONDOVI' ZONA BREO - BORGATO|MONDOVI'|SCUOLA INFANZIA|VIA S.ODERDA N. 23|CUNEO|PIEMONTE||
