AREAGEOGRAFICA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONESCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|CODICEEDIFICIO|SIGLAPROVINCIA|STATOEDIFICIO|VINCOLIIDROGEOLOGICI|VINCOLIPAESAGGIO|EDIFICIOVETUSTO|VINCOLIZONASISMICA|PROGETTAZIONEANTISISMICA|USOSCOLASTICO|ALTRIUSI|ANNOCOSTRUZIONE|FASCIAETACOSTRUZIONE|ANNOADATTAMENTO|FASCIAETAADATTAMENTO|NUMEROPIANI|SPERFICIEAREATOTALE|SPERFICIEAREALIBERA|VOLUME|SPAZIDIDATTICI|AULAMAGNA|MENSA|PALESTRAPISCINA|SPAZIAMMINISTRATIVI|SCUOLABUS|TRASPORTIPUBBLICIURBANI|TRASPORTIPUBBLICIINTERURBANI|TRASPORTIFERROVIARI|MEZZIPRIVATI|TRASPORTODISABILI|Linea_finanziamento|COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|COD_PRINC|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|CUP|Importo totale opera|Finanziamento/ Provvedimento
NORD OVEST|CNIC82100X|CNEE821023|MONTA' - FRAZ. S. ROCCO|MONTA'|SCUOLA PRIMARIA|MONTA'|CUNEO|PIEMONTE|0041330006|CN|Attivo|SI|SI|-|Non classificato a rischio|-|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|3.0|616,00|360,00|2.751,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|SI|NO|NO|NO|NO||||||||||||||||||
NORD OVEST|CNIC82100X|CNEE821034|SANTO STEFANO ROERO - CAPOLUOGO|SANTO STEFANO ROERO|SCUOLA PRIMARIA|VIA CAPOLUOGO N. 3/A|CUNEO|PIEMONTE|0042140001|CN|Attivo|-|-|-|Non classificato a rischio|SI|Non Comunicato|-|-|dal 1976 in poi|-|Informazione assente|3.0|-|-|977,00|Esiste|Non Comunicato|Non Comunicato|Non Comunicato|Non Comunicato|SI|NO|SI|NO|SI|SI|#Scuole Sicure - CIPE 30/06/2014|Santo Stefano Roero|MIUR|2017-07-31|||SANTO STEFANO ROERO|COMUNE|CNIC82100X|||44.78699|7.942721000000001|Ristrutturazione|Start|F32F14000370002|334676,0300|334676,0300
NORD OVEST|CNIC82100X|CNEE821034|SANTO STEFANO ROERO - CAPOLUOGO|SANTO STEFANO ROERO|SCUOLA PRIMARIA|VIA CAPOLUOGO N. 3/A|CUNEO|PIEMONTE|0042140003|CN|Attivo|SI|SI|NO|Non classificato a rischio|NO|SI|NO|2006|Informazione assente|-|Informazione assente|2.0|1.200,00|-|1.056,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|SI|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Santo Stefano Roero|MIUR|2017-07-31|2016-02-26|2017-02-25|SANTO STEFANO ROERO|COMUNE|CNIC82100X|||44.786946|7.942784|Efficientamento energetico|Concluso|F31E15000440001|600000,0000|570000,0000
NORD OVEST|CNIC833006|CNEE833018|BARGE-CAPOLUOGO|BARGE|SCUOLA PRIMARIA|VIALE MAZZINI 2|CUNEO|PIEMONTE|0040120001|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1900 e il 1920|-|Informazione assente|2.0|3.655,00|673,00|10.010,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC833006|CNEE833018|BARGE-CAPOLUOGO|BARGE|SCUOLA PRIMARIA|VIALE MAZZINI 2|CUNEO|PIEMONTE|0040120007|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1976|Informazione assente|-|Informazione assente|2.0|-|-|1.506,00|Non Esiste|Non Esiste|Non Esiste|Esiste|Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC833006|CNEE833029|BARGE-FRAZ.S.MARTINO|BARGE|SCUOLA PRIMARIA|VIA CROCETTA 2|CUNEO|PIEMONTE|0040120003|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1974|Informazione assente|-|Informazione assente|3.0|1.014,00|798,00|2.672,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC820004|CNAA820033|POCAPAGLIA - FRAZ. MACELLAI|POCAPAGLIA|SCUOLA INFANZIA|VIA DON ALMONDO|CUNEO|PIEMONTE|0041700002|CN|Attivo|SI|SI|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|2.0|800,00|515,00|1.750,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC820004|CNAA820044|POCAPAGLIA - CAP.|POCAPAGLIA|SCUOLA INFANZIA|PIAZZA MARIA PIA|CUNEO|PIEMONTE|0041700003|CN|Attivo|SI|SI|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1921 e il 1945|-|Informazione assente|3.0|1.200,00|600,00|5.140,00|Non Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|NO|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Pocapaglia|Amministrazione Comunale|2017-12-15|2017-05-15|2017-12-31|COMUNE di Pocapaglia|COMUNE|CNIC820004|||44.719547999999996|7.887919999999999|Manutenzione|Cantiere aperto|E41E17000030004|136000,0000|136000,0000
NORD OVEST|CNIC820004|CNAA820044|POCAPAGLIA - CAP.|POCAPAGLIA|SCUOLA INFANZIA|PIAZZA MARIA PIA|CUNEO|PIEMONTE|0041700003|CN|Attivo|SI|SI|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1921 e il 1945|-|Informazione assente|3.0|1.200,00|600,00|5.140,00|Non Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|NO|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Pocapaglia|MIUR|2017-07-31|2016-06-03|2017-01-28|POCAPAGLIA|COMUNE|CNIC820004|||44.719466|7.887266|Adeguamento normativo|Concluso|E41E14000570001|500000,0000|500000,0000
NORD OVEST|CNIC811009|CNEE81102C|NIELLA TANARO - CAPOL.|NIELLA TANARO|SCUOLA PRIMARIA|VIA XX SETTEMBRE 108|CUNEO|PIEMONTE|0041510001|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|1930|Informazione assente|3.0|1.400,00|1.000,00|2.400,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC811009|CNEE81103D|L. CUGNOD - PAMPARATO SERRA|PAMPARATO|SCUOLA PRIMARIA|VIA PROVINCIALE N. 5 - FRAZ. SERRA|CUNEO|PIEMONTE|0041590001|CN|Attivo|SI|NO|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|4.0|4.000,00|1.920,00|2.090,00|Non Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|NO|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC811009|CNEE81103D|L. CUGNOD - PAMPARATO SERRA|PAMPARATO|SCUOLA PRIMARIA|VIA PROVINCIALE N. 5 - FRAZ. SERRA|CUNEO|PIEMONTE|0041590002|CN|Attivo|SI|NO|SI|Non Comunicato|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|1.0|4.000,00|1.792,00|465,00|Esiste|Non Esiste|Non Comunicato|Non Comunicato|Non Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC811009|CNEE81103D|L. CUGNOD - PAMPARATO SERRA|PAMPARATO|SCUOLA PRIMARIA|VIA PROVINCIALE N. 5 - FRAZ. SERRA|CUNEO|PIEMONTE|0041590003|CN|Attivo|SI|NO|NO|Non Comunicato|SI|Non Comunicato|-|-|tra il 1946 e il 1960|-|Informazione assente|1.0|4.000,00|1.792,00|465,00|Non Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|NO|SI|NO|SI|NO|#Scuole Sicure - CIPE 30/06/2014|Pamparato|MIUR|2017-07-31|2015-05-14|2015-10-08|PAMPARATO|COMUNE|CNIC811009|||44.276957|7.913858|Efficientamento energetico|Concluso|E21E13000230001|304378,2200|304378,2200
NORD OVEST|CNIC811009|CNEE81104E|SAN MICHELE MONDOVI'|SAN MICHELE MONDOVI'|SCUOLA PRIMARIA|VIA DELLE SCUOLE N. 1|CUNEO|PIEMONTE|0042100002|CN|Attivo|SI|NO|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|3.0|5.296,00|4.100,00|3.800,00|Esiste|Non Esiste|Non Esiste|Esiste|Esiste|SI|SI|SI|NO|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|San Michele Mondovì|Amministrazione comunale|2017-10-15|2017-02-13|2017-04-10|San Michele Mondov?|COMUNE||||44.377315|7.909758999999999|Adeguamento impiantistica e/o antincendio Efficientamento energetico|Concluso|J81E15000920001|64500,2300|17515,2300
NORD OVEST|CNIC811009|CNEE81104E|SAN MICHELE MONDOVI'|SAN MICHELE MONDOVI'|SCUOLA PRIMARIA|VIA DELLE SCUOLE N. 1|CUNEO|PIEMONTE|0042100002|CN|Attivo|SI|NO|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|3.0|5.296,00|4.100,00|3.800,00|Esiste|Non Esiste|Non Esiste|Esiste|Esiste|SI|SI|SI|NO|SI|SI|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|San Michele Mondovì|MIUR|2017-07-31|2016-02-27|2017-06-30|SAN MICHELE MONDOVI`|COMUNE|CNIC811009|||44.377272999999995|7.909725999999999|Miglioramento sismico|Concluso|J81E15000920001|800000,0000|800000,0000
NORD OVEST|CNIC84500C|CNEE84503L|"PRIMARIA""S.PELLICO""VILLANOVETTA"|VERZUOLO|SCUOLA PRIMARIA|VIA SILVIO PELLICO  4|CUNEO|PIEMONTE|0042400004|CN|Attivo|NO|NO|SI|Non Comunicato|-|Non Comunicato|-|1962|Informazione assente|-|prima del 1945|3.0|2.818,00|2.425,00|2.750,00|Esiste|Non Esiste|Non Comunicato|Esiste|Non Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC84500C|CNEE84503L|"PRIMARIA""S.PELLICO""VILLANOVETTA"|VERZUOLO|SCUOLA PRIMARIA|VIA SILVIO PELLICO  4|CUNEO|PIEMONTE|0042400010|CN|Attivo|NO|NO|NO|Non Comunicato|NO|Non Comunicato|-|2003|Informazione assente|-|Informazione assente|1.0|-|-|1.100,00|Non Esiste|Non Esiste|Non Comunicato|Esiste|Non Esiste|SI|SI|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC84500C|CNEE84504N|PRIMARIA LAGNASCO|LAGNASCO|SCUOLA PRIMARIA|PIAZZA UMBERTO I ,  13|CUNEO|PIEMONTE|0041040001|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|prima del 1945|2.0|460,00|130,00|2.335,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|NO|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIS026007|CNIS026007|"MONDOVI' ""GIOLITTI-BELLISARIO"""|MONDOVI'|ISTITUTO SUPERIORE|PIAZZA IV NOVEMBRE|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS02800V|CNIS02800V|"CUNEO ""VIRGINIO - DONADIO"""|CUNEO|ISTITUTO SUPERIORE|VIA SAVIGLIANO, 25|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS02900P|CNIS02900P|"MONDOVI' ""CIGNA-BARUFFI-GARELLI"""|MONDOVI'|ISTITUTO SUPERIORE|VIA DI CURAZZA NR. 15|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC846008|CNEE84602B|DOGLIANI -  L. TARICCO|DOGLIANI|SCUOLA PRIMARIA|VIA D.GHIGLIANO 38|CUNEO|PIEMONTE|0040810001|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|SI|NO|1950|Informazione assente|-|Informazione assente|3.0|4.655,00|2.985,00|19.000,00|Esiste|Esiste|Esiste|Esiste|Esiste|SI|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC846008|CNEE84603C|"""G.BARROERO"" - FARIGLIANO"|FARIGLIANO|SCUOLA PRIMARIA|PIAZZA VITTORIO EMANUELE N.25|CUNEO|PIEMONTE|0040860003|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|NO|SI|1920|Informazione assente|1977|Informazione assente|3.0|476,00|-|4.908,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC846008|CNEE84604D|"""A.VACCHETTA"" LEQUIO TANARO"|LEQUIO TANARO|SCUOLA PRIMARIA|VIA GIACOMO CIGLIUTTI N.17|CUNEO|PIEMONTE|0041070002|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1900 e il 1920|-|Informazione assente|3.0|1.450,00|1.200,00|3.200,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC84900Q|CNAA84903P|RODDI-CAPOLUOGO|RODDI|SCUOLA INFANZIA|VIA CROSETTI,1|CUNEO|PIEMONTE|0041940003|CN|Attivo|SI|NO|NO|Non classificato a rischio|SI|SI|NO|2003|Informazione assente|-|Informazione assente|3.0|920,00|90,00|4.780,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC84900Q|CNAA84904Q|RODELLO|RODELLO|SCUOLA INFANZIA|PIAZZA  COMUNALE, 2|CUNEO|PIEMONTE|0041960001|CN|Attivo|SI|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|Dal 1976 in poi|2.0|1.100,00|400,00|1.468,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|SI|NO|NO|SI|NO|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Rodello|MIUR|2017-07-31|2016-05-17|2016-09-10|RODELLO|COMUNE|CNIC84900Q|||44.630388|8.058662|Efficientamento energetico|Concluso|I36J15000000002|160000,0000|155642,8400
NORD OVEST|CNIC84900Q|CNAA84904Q|RODELLO|RODELLO|SCUOLA INFANZIA|PIAZZA  COMUNALE, 2|CUNEO|PIEMONTE|0041960002|CN|Attivo|SI|NO|NO|Non classificato a rischio|NO|SI|NO|1986|Informazione assente|-|Informazione assente|2.0|-|-|1.109,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|SI|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC84900Q|CNAA84905R|DIANO ALBA  - CAPOLUOGO|DIANO D'ALBA|SCUOLA INFANZIA|VIA UMBERTO I 25/A|CUNEO|PIEMONTE|0040800001|CN|Attivo|SI|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|4.0|705,00|355,00|5.390,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|SI|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC812005|CNEE812028|FRABOSA SOTTANA - CAPOL.|FRABOSA SOTTANA|SCUOLA PRIMARIA|VIA IV NOVEMBRE 62|CUNEO|PIEMONTE|0040910001|CN|Attivo|NO|NO|NO|Non classificato a rischio|SI|NO|SI|-|tra il 1921 e il 1945|-|Dal 1976 in poi|3.0|770,00|536,00|1.400,00|Non Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|SI|NO|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC846008|CNAA846037|PIOZZO-CAPOLUOGO|PIOZZO|SCUOLA INFANZIA|VIA LAZANIO N.9|CUNEO|PIEMONTE|0041690002|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1900 e il 1920|-|Informazione assente|2.0|516,00|270,00|1.120,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC812005|CNEE812039|ROCCAFORTE MONDOVI'- CAPOL.|ROCCAFORTE MONDOVI'|SCUOLA PRIMARIA|PIAZZA MONS. EULA|CUNEO|PIEMONTE|0041900002|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1992|Informazione assente|-|Informazione assente|2.0|2.000,00|1.358,00|1.926,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC812005|CNEE81204A|VILLANOVA MONDOVI' - CAPOLUOGO|VILLANOVA MONDOVI'|SCUOLA PRIMARIA|CORSO MARCONI 37|CUNEO|PIEMONTE|0042450004|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1935|Informazione assente|-|Informazione assente|3.0|9.836,00|7.209,00|17.448,00|Esiste|Esiste|Non Esiste|Non Esiste|Esiste|SI|SI|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC812005|CNEE81205B|VILLANOVA M. FRAZ. BRANZOLA|VILLANOVA MONDOVI'|SCUOLA PRIMARIA|VIA PIANFEI 67|CUNEO|PIEMONTE|0042450002|CN|Attivo|NO|NO|NO|Non Comunicato|-|SI|NO|1980|Informazione assente|-|Informazione assente|2.0|3.062,00|2.622,00|1.650,00|Esiste|Non Esiste|Non Comunicato|Esiste|Non Esiste|SI|NO|NO|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC85900A|CNAA859028|MONDOVI'-FRAZ.RIFREDDO|MONDOVI'|SCUOLA INFANZIA|Non Disponibile|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC84300R|CNEE84302X|CENTALLO - FRAZ. ROATA CHIUSANI|CENTALLO|SCUOLA PRIMARIA|VIA CUNEO, N. 2|CUNEO|PIEMONTE|0040610003|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1800 e il 1899|-|Informazione assente|3.0|2.280,00|1.798,00|2.200,00|Esiste|Non Esiste|Non Comunicato|Non Esiste|Non Esiste|SI|SI|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC83200A|CNIC83200A|"BAGNOLO P.TE ""B. FENOGLIO"""|BAGNOLO PIEMONTE|ISTITUTO COMPRENSIVO|VIA  CONFRATERNITA       42|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC833006|CNIC833006|BARGE|BARGE|ISTITUTO COMPRENSIVO|VIALE MAZZINI 2|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC834002|CNIC834002|REVELLO|REVELLO|ISTITUTO COMPRENSIVO|VIALE UMBERTO I,  33|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC811009|CNEE81106L|G. COMINO - VICOFORTE|VICOFORTE|SCUOLA PRIMARIA|VIA AL SANTUARIO 7/E - FRAZ SANTUARIO|CUNEO|PIEMONTE|0042420002|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1984|Informazione assente|-|Informazione assente|4.0|2.500,00|500,00|3.500,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|NO|Decreto Mutui BEI seconda annualità - Decreto Interministeriale n. 390 del 6 giugno 2017|Vicoforte|MIUR|2017-10-02|||VICOFORTE|COMUNE|CNIC811009|||44.373642|7.873373|Efficientamento Energetico|Start||0,0000|359966,6400
NORD OVEST|CNIC811009|CNEE81107N|PR. TORRE MONDOVI' - CAPOLUOGO|TORRE MONDOVI'|SCUOLA PRIMARIA|VIA UMBERTO I N. 35|CUNEO|PIEMONTE|0042270001|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1921|Informazione assente|-|Informazione assente|3.0|530,00|315,00|2.065,00|Non Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|SI|NO|NO|SI|NO|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Torre Mondovì|Amministrazione comunale|2017-11-28|2016-09-14|2016-09-28|COMUNE di Torre Mondov�|COMUNE||||44.351485|7.899750999999999|Efficientamento energetico|Concluso|I74H15000940004|18480,0000|13323,4000
NORD OVEST|CNIC85900A|CNAA859039|MONDOVI'-FRAZ.S.ANNA AVAGNINA|MONDOVI'|SCUOLA INFANZIA|Non Disponibile|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85900A|CNAA85904A|MONDOVI'-FRAZ.BREOLUNGI|MONDOVI'|SCUOLA INFANZIA|FRAZ. BREOLUNGI|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC80300A|CNAA803017|INFANZIA DI DEMONTE|DEMONTE|SCUOLA INFANZIA|VIA PERRIER 18|CUNEO|PIEMONTE|0040790004|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|2010|Informazione assente|-|Informazione assente|1.0|1.166,00|676,00|2.181,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|SI|NO|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC80300A|CNAA803028|INFANZIA ROCCASPARVERA - P.Q.|ROCCASPARVERA|SCUOLA INFANZIA|VIA PERASSO, 13|CUNEO|PIEMONTE|0041910003|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|2005|Informazione assente|-|Informazione assente|3.0|9.869,00|7.214,00|7.970,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|NO|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC80300A|CNAA803039|INFANZIA DI VINADIO|VINADIO|SCUOLA INFANZIA|VIA TROCELLO 10|CUNEO|PIEMONTE|0042480003|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|-|tra il 1800 e il 1899|-|Informazione assente|3.0|935,00|271,00|1.628,00|Esiste|Non Esiste|Non Comunicato|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC811009|CNEE81108P|G.OTTOLINI-MONTALDO MONDOVI'|MONTALDO DI MONDOVI'|SCUOLA PRIMARIA|VIA COSTANZO CAVALLO, 8|CUNEO|PIEMONTE|0041340001|CN|Attivo|SI|NO|NO|Non classificato a rischio|NO|SI|NO|1966|Informazione assente|-|Informazione assente|3.0|888,00|718,00|1.750,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC812005|CNEE812017|FRABOSA SOPRANA - CAPOLUOGO|FRABOSA SOPRANA|SCUOLA PRIMARIA|PIAZZA MUNICIPIO|CUNEO|PIEMONTE|0040900001|CN|Attivo|NO|SI|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1900 e il 1920|-|Dal 1976 in poi|3.0|320,00|-|960,00|Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|SI|NO|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC826003|CNEE826015|BROSSASCO - CAPOLUOGO|BROSSASCO|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|0040330001|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1961|Informazione assente|-|Informazione assente|3.0|1.500,00|1.216,00|3.262,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|SI|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Brossasco|MIUR|2017-07-31|2016-05-02|2016-06-30|BROSSASCO|COMUNE|CNIC826003|||44.570306|7.360424000000001|Manutenzione straordinaria|Concluso|B21E15000470002|56468,3800|55955,5600
NORD OVEST|CNIC826003|CNEE826048|ROSSANA - CAPOLUOGO|ROSSANA|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|0041970001|CN|Attivo|NO|SI|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|3.0|2.070,00|1.290,00|2.124,00|Esiste|Non Esiste|Non Comunicato|Non Esiste|Non Esiste|SI|NO|SI|NO|NO|NO|Decreto Mutui BEI seconda annualità - Decreto Interministeriale n. 390 del 6 giugno 2017|Rossana|MIUR|2017-10-02|||ROSSANA|COMUNE|CNIC826003|||44.543005|7.432929|Efficientamento Energetico|Start||0,0000|255000,0000
NORD OVEST|CNIC834002|CNEE834025|REVELLO - CAPOLUOGO|REVELLO|SCUOLA PRIMARIA|VIALE UMBERTO I, 35|CUNEO|PIEMONTE|0041800002|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1936|Informazione assente|-|Informazione assente|3.0|11.100,00|7.813,00|7.950,00|Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|SI|SI|NO|SI|NO|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Revello|Amministrazione Comunale|2017-12-15|2017-09-04|2017-10-31|COMUNE di Revello|COMUNE|CNIC834002|||44.65343|7.388269|Manutenzione straordinaria|Concluso|E56J17000010004|220000,0000|220000,0000
NORD OVEST|CNIC83500T|CNEE83501X|RIFREDDO - CAPOLUOGO|RIFREDDO|SCUOLA PRIMARIA|VIA BRAIDE, 3|CUNEO|PIEMONTE|0041810003|CN|Attivo|NO|SI|SI|Non Comunicato|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|3.0|2.400,00|1.150,00|3.300,00|Esiste|Non Esiste|Non Comunicato|Esiste|Non Esiste|SI|NO|SI|NO|SI|NO|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Rifreddo|Amministrazione comunale|2017-11-28|2016-07-12|2016-09-10|COMUNE di Rifreddo|COMUNE||||44.650016|7.348859|Lavori di efficentamento edificio|Concluso|F64H16000520004|19000,0000|18963,6400
NORD OVEST|CNIC83500T|CNEE835021|"SANFRONT -CAPOLUOGO"" ADA NEGRI"""|SANFRONT|SCUOLA PRIMARIA|CORSO MARCONI, 22|CUNEO|PIEMONTE|0042090002|CN|Attivo|NO|SI|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|2.0|3.400,00|2.063,00|6.100,00|Esiste|Non Esiste|Non Esiste|Esiste|Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
