AREAGEOGRAFICA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONEISTITUTORIFERIMENTO|DENOMINAZIONESCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|CODICEEDIFICIO|SIGLAPROVINCIA|STATOEDIFICIO|ANNOSCOLASTICO|VINCOLIIDROGEOLOGICI|VINCOLIPAESAGGIO|EDIFICIOVETUSTO|VINCOLIZONASISMICA|PROGETTAZIONEANTISISMICA|USOSCOLASTICO|ALTRIUSI|ANNOCOSTRUZIONE|FASCIAETACOSTRUZIONE|ANNOADATTAMENTO|FASCIAETAADATTAMENTO|NUMEROPIANI|SPERFICIEAREATOTALE|SPERFICIEAREALIBERA|VOLUME
NORD OVEST|CNIC846008|CNAA846037|DOGLIANI|PIOZZO-CAPOLUOGO|PIOZZO|SCUOLA INFANZIA|VIA LAZANIO N.9|CUNEO|PIEMONTE|0041690002|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1900 e il 1920|-|Informazione assente|2.0|516,00|270,00|1.120,00
NORD OVEST|CNIC812005|CNEE812039|VILLANOVA MONDOVI'|ROCCAFORTE MONDOVI'- CAPOL.|ROCCAFORTE MONDOVI'|SCUOLA PRIMARIA|PIAZZA MONS. EULA|CUNEO|PIEMONTE|0041900002|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1992|Informazione assente|-|Informazione assente|2.0|2.000,00|1.358,00|1.926,00
NORD OVEST|CNIC812005|CNEE81204A|VILLANOVA MONDOVI'|VILLANOVA MONDOVI' - CAPOLUOGO|VILLANOVA MONDOVI'|SCUOLA PRIMARIA|CORSO MARCONI 37|CUNEO|PIEMONTE|0042450004|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1935|Informazione assente|-|Informazione assente|3.0|9.836,00|7.209,00|17.448,00
NORD OVEST|CNIC812005|CNEE81205B|VILLANOVA MONDOVI'|VILLANOVA M. FRAZ. BRANZOLA|VILLANOVA MONDOVI'|SCUOLA PRIMARIA|VIA PIANFEI 67|CUNEO|PIEMONTE|0042450002|CN|Attivo|201516.0|NO|NO|NO|Non Comunicato|-|SI|NO|1980|Informazione assente|-|Informazione assente|2.0|3.062,00|2.622,00|1.650,00
NORD OVEST|CNIC85900A|CNAA859028|MONDOVI' 2|MONDOVI'-FRAZ.RIFREDDO|MONDOVI'|SCUOLA INFANZIA|Non Disponibile|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC84300R|CNEE84302X|CENTALLO-VILLAFALLETTO|CENTALLO - FRAZ. ROATA CHIUSANI|CENTALLO|SCUOLA PRIMARIA|VIA CUNEO, N. 2|CUNEO|PIEMONTE|0040610003|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1800 e il 1899|-|Informazione assente|3.0|2.280,00|1.798,00|2.200,00
NORD OVEST|CNIC83200A|CNIC83200A|"BAGNOLO P.TE ""B. FENOGLIO"""|"BAGNOLO P.TE ""B. FENOGLIO"""|BAGNOLO PIEMONTE|ISTITUTO COMPRENSIVO|VIA  CONFRATERNITA       42|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC833006|CNIC833006|BARGE|BARGE|BARGE|ISTITUTO COMPRENSIVO|VIALE MAZZINI 2|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC834002|CNIC834002|REVELLO|REVELLO|REVELLO|ISTITUTO COMPRENSIVO|VIALE UMBERTO I,  33|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC811009|CNEE81106L|SAN MICHELE MONDOVI'|G. COMINO - VICOFORTE|VICOFORTE|SCUOLA PRIMARIA|VIA AL SANTUARIO 7/E - FRAZ SANTUARIO|CUNEO|PIEMONTE|0042420002|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1984|Informazione assente|-|Informazione assente|4.0|2.500,00|500,00|3.500,00
NORD OVEST|CNIC811009|CNEE81107N|SAN MICHELE MONDOVI'|PR. TORRE MONDOVI' - CAPOLUOGO|TORRE MONDOVI'|SCUOLA PRIMARIA|VIA UMBERTO I N. 35|CUNEO|PIEMONTE|0042270001|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1921|Informazione assente|-|Informazione assente|3.0|530,00|315,00|2.065,00
NORD OVEST|CNIC85900A|CNAA859039|MONDOVI' 2|MONDOVI'-FRAZ.S.ANNA AVAGNINA|MONDOVI'|SCUOLA INFANZIA|Non Disponibile|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC85900A|CNAA85904A|MONDOVI' 2|MONDOVI'-FRAZ.BREOLUNGI|MONDOVI'|SCUOLA INFANZIA|FRAZ. BREOLUNGI|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC80300A|CNAA803017|"DEMONTE  ""L. ROMANO"""|INFANZIA DI DEMONTE|DEMONTE|SCUOLA INFANZIA|VIA PERRIER 18|CUNEO|PIEMONTE|0040790004|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|2010|Informazione assente|-|Informazione assente|1.0|1.166,00|676,00|2.181,00
NORD OVEST|CNIC80300A|CNAA803028|"DEMONTE  ""L. ROMANO"""|INFANZIA ROCCASPARVERA - P.Q.|ROCCASPARVERA|SCUOLA INFANZIA|VIA PERASSO, 13|CUNEO|PIEMONTE|0041910003|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|2005|Informazione assente|-|Informazione assente|3.0|9.869,00|7.214,00|7.970,00
NORD OVEST|CNIC80300A|CNAA803039|"DEMONTE  ""L. ROMANO"""|INFANZIA DI VINADIO|VINADIO|SCUOLA INFANZIA|VIA TROCELLO 10|CUNEO|PIEMONTE|0042480003|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|-|tra il 1800 e il 1899|-|Informazione assente|3.0|935,00|271,00|1.628,00
NORD OVEST|CNIC811009|CNEE81108P|SAN MICHELE MONDOVI'|G.OTTOLINI-MONTALDO MONDOVI'|MONTALDO DI MONDOVI'|SCUOLA PRIMARIA|VIA COSTANZO CAVALLO, 8|CUNEO|PIEMONTE|0041340001|CN|Attivo|201516.0|SI|NO|NO|Non classificato a rischio|NO|SI|NO|1966|Informazione assente|-|Informazione assente|3.0|888,00|718,00|1.750,00
NORD OVEST|CNIC812005|CNEE812017|VILLANOVA MONDOVI'|FRABOSA SOPRANA - CAPOLUOGO|FRABOSA SOPRANA|SCUOLA PRIMARIA|PIAZZA MUNICIPIO|CUNEO|PIEMONTE|0040900001|CN|Attivo|201516.0|NO|SI|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1900 e il 1920|-|Dal 1976 in poi|3.0|320,00|-|960,00
NORD OVEST|CNIC826003|CNEE826015|VENASCA-COSTIGLIOLE S.|BROSSASCO - CAPOLUOGO|BROSSASCO|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|0040330001|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1961|Informazione assente|-|Informazione assente|3.0|1.500,00|1.216,00|3.262,00
NORD OVEST|CNIC826003|CNEE826048|VENASCA-COSTIGLIOLE S.|ROSSANA - CAPOLUOGO|ROSSANA|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|0041970001|CN|Attivo|201516.0|NO|SI|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|3.0|2.070,00|1.290,00|2.124,00
NORD OVEST|CNIC834002|CNEE834025|REVELLO|REVELLO - CAPOLUOGO|REVELLO|SCUOLA PRIMARIA|VIALE UMBERTO I, 35|CUNEO|PIEMONTE|0041800002|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1936|Informazione assente|-|Informazione assente|3.0|11.100,00|7.813,00|7.950,00
NORD OVEST|CNIC83500T|CNEE83501X|SANFRONT -  PAESANA|RIFREDDO - CAPOLUOGO|RIFREDDO|SCUOLA PRIMARIA|VIA BRAIDE, 3|CUNEO|PIEMONTE|0041810003|CN|Attivo|201516.0|NO|SI|SI|Non Comunicato|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|3.0|2.400,00|1.150,00|3.300,00
NORD OVEST|CNIC83500T|CNEE835021|SANFRONT -  PAESANA|"SANFRONT -CAPOLUOGO"" ADA NEGRI"""|SANFRONT|SCUOLA PRIMARIA|CORSO MARCONI, 22|CUNEO|PIEMONTE|0042090002|CN|Attivo|201516.0|NO|SI|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|2.0|3.400,00|2.063,00|6.100,00
NORD OVEST|CNIC82800P|CNEE828051|"DRONERO ""G.GIOLITTI"""|PRAZZO - CAPOLUOGO|PRAZZO|SCUOLA PRIMARIA|PRAZZO|CUNEO|PIEMONTE|0041740001|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1800 e il 1899|-|Informazione assente|3.0|154,00|-|476,00
NORD OVEST|CNIC834002|CNEE834014|REVELLO|ENVIE - CAPOLUOGO|ENVIE|SCUOLA PRIMARIA|VIA CIRCONVALLAZIONE, 43|CUNEO|PIEMONTE|0040850002|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1980|Informazione assente|-|Informazione assente|3.0|2.610,00|2.160,00|3.900,00
NORD OVEST|CNIC847004|CNIC847004|CUNEO - FRAZ. BORGO S. GIUSEPPE|CUNEO - FRAZ. BORGO S. GIUSEPPE|CUNEO|ISTITUTO COMPRENSIVO|VIA ROCCADEBALDI 15|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC84800X|CNIC84800X|CUNEO - OLTRESTURA|CUNEO - OLTRESTURA|CUNEO|ISTITUTO COMPRENSIVO|P.LE DELLA BATTAGLIA N. 1|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC82300G|CNAA82305L|GOVONE|CASTELLINALDO CAP. - F. MUSSONE|CASTELLINALDO|SCUOLA INFANZIA|VIA MARCONI, 5|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC83500T|CNEE835032|SANFRONT -  PAESANA|PAESANA - CAPOLUOGO|PAESANA|SCUOLA PRIMARIA|VIA ROMA 59|CUNEO|PIEMONTE|0041570001|CN|Attivo|201516.0|NO|SI|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1900 e il 1920|-|Informazione assente|4.0|2.800,00|1.300,00|16.800,00
NORD OVEST|CNIC81000D|CNEE81001G|ROBILANTE|LIMONE PIEMONTE - CAPOLUOGO|LIMONE PIEMONTE|SCUOLA PRIMARIA|VIA MARRO N.41|CUNEO|PIEMONTE|0041100001|CN|Attivo|201516.0|NO|SI|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1981|Informazione assente|-|Informazione assente|3.0|5.300,00|4.074,00|3.678,00
NORD OVEST|CNIC82200Q|CNEE82201T|CANALE|CANALE - CAPOLUOGO|CANALE|SCUOLA PRIMARIA|VIALE DEL PESCO, 5/A|CUNEO|PIEMONTE|0040370001|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|4.0|15.650,00|11.410,00|16.560,00
NORD OVEST|CNIC82200Q|CNEE82202V|CANALE|MONTALDO ROERO - CAPOLUOGO|MONTALDO ROERO|SCUOLA PRIMARIA|VIA ROMA 58|CUNEO|PIEMONTE|0041350001|CN|Attivo|201516.0|SI|SI|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|2.0|650,00|170,00|1.956,00
NORD OVEST|CNIC80700N|CNEE80703T|BENE VAGIENNA|SANT'ALBANO STURA-CAPOLUOGO|SANT'ALBANO STURA|SCUOLA PRIMARIA|VIA MOROZZO 2|CUNEO|PIEMONTE|0042110003|CN|Attivo|201516.0|NO|NO|NO|Non Comunicato|SI|SI|NO|1965|Informazione assente|-|Informazione assente|3.0|3.580,00|3.000,00|3.510,00
NORD OVEST|CNIC80700N|CNEE80704V|BENE VAGIENNA|TRINITA'-CAPOLUOGO|TRINITA'|SCUOLA PRIMARIA|VIA CARLO MARRO 18|CUNEO|PIEMONTE|0042320003|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1800 e il 1899|-|Informazione assente|4.0|3.500,00|2.500,00|6.640,00
NORD OVEST|CNIC80800D|CNEE80803N|BORGO S. DALMAZZO|BORGO S.DALMAZZO-ROASCHIO CENTR|BORGO SAN DALMAZZO|SCUOLA PRIMARIA|VICOLO PIAZZA D'ARMI 13|CUNEO|PIEMONTE|0040250001|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1947|Informazione assente|-|Informazione assente|4.0|2.058,00|1.066,00|15.574,00
NORD OVEST|CNIC80800D|CNEE80804P|BORGO S. DALMAZZO|BORGO S.DALMAZZO-DON P. LUCIANO|BORGO SAN DALMAZZO|SCUOLA PRIMARIA|VIA GIOVANNI XXIII, 3|CUNEO|PIEMONTE|0040250004|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1980|Informazione assente|-|Informazione assente|3.0|4.340,00|3.118,00|12.791,00
NORD OVEST|CNIC809009|CNEE80901B|"""A. VASSALLO"" BOVES"|BOVES-CAPOLUOGO|BOVES|SCUOLA PRIMARIA|VIA ALBA N. 1|CUNEO|PIEMONTE|0040280003|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1982|Informazione assente|-|Informazione assente|2.0|4.500,00|-|12.000,00
NORD OVEST|CNIC809009|CNEE80902C|"""A. VASSALLO"" BOVES"|BOVES-FRAZ.FONTANELLE|BOVES|SCUOLA PRIMARIA|VIA SAN LORENZO N. 11|CUNEO|PIEMONTE|0040280005|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|2.0|3.000,00|1.880,00|3.840,00
NORD OVEST|CNIC804006|CNAA804013|CARAGLIO|CARAGLIO MATERNA -CAPOLUOGO|CARAGLIO|SCUOLA INFANZIA|VIA TORINO N. 24|CUNEO|PIEMONTE|0040400003|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1977|Informazione assente|-|Informazione assente|1.0|2.314,00|1.697,00|1.875,00
NORD OVEST|CNIC804006|CNAA804024|CARAGLIO|CARAGLIO MATERNA PASCHERA|CARAGLIO|SCUOLA INFANZIA|FRAZ. PASCHERA|CUNEO|PIEMONTE|0040400005|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1950|Informazione assente|-|Informazione assente|3.0|1.007,00|764,00|1.565,00
NORD OVEST|CNIC804006|CNAA804035|CARAGLIO|VALGRANA MATERNA -CAPOLUOGO|VALGRANA|SCUOLA INFANZIA|VIA XXV APRILE|CUNEO|PIEMONTE|0042340003|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|2000|Informazione assente|-|Informazione assente|1.0|2.150,00|1.460,00|2.400,00
NORD OVEST|CNIC86000E|CNAA86001B|CUNEO VIALE ANGELI|"CUNEO- ""FILLIA"" VIA S. STEFANO"|CUNEO|SCUOLA INFANZIA|VIA SANTO STEFANO DA CUNEO|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC86000E|CNAA86002C|CUNEO VIALE ANGELI|"CUNEO- "" SERAFINO ARNAUD"""|CUNEO|SCUOLA INFANZIA|VIA SERAFINO ARNAUD, 16|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC84500C|CNAA845019|VERZUOLO|INFANZIA VERZUOLO CAP.|VERZUOLO|SCUOLA INFANZIA|VIA CASTELLO 4|CUNEO|PIEMONTE|0042400002|CN|Attivo|201516.0|NO|NO|SI|Non Comunicato|-|Non Comunicato|-|-|Informazione assente|-|Informazione assente|2.0|2.742,00|1.960,00|5.234,00
NORD OVEST|CNIC84500C|CNAA845019|VERZUOLO|INFANZIA VERZUOLO CAP.|VERZUOLO|SCUOLA INFANZIA|VIA CASTELLO 4|CUNEO|PIEMONTE|0042400009|CN|Attivo|201516.0|NO|NO|SI|Non Comunicato|-|Non Comunicato|-|-|tra il 1900 e il 1920|-|prima del 1945|0.0|902,00|515,00|3.000,00
NORD OVEST|CNIC84500C|CNAA84502A|VERZUOLO|INFANZIA FALICETTO|VERZUOLO|SCUOLA INFANZIA|VIA POMAROLO 38D|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC846008|CNAA846015|DOGLIANI|DOGLIANI-CAPOLUOGO|DOGLIANI|SCUOLA INFANZIA|VIALE RIMEMBRANZA N.21|CUNEO|PIEMONTE|0040810002|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1977|Informazione assente|-|Informazione assente|1.0|2.700,00|1.850,00|4.250,00
NORD OVEST|CNIC846008|CNAA846026|DOGLIANI|"""REGINA MARGHERITA"" FARIGLIANO"|FARIGLIANO|SCUOLA INFANZIA|PIAZZA DON ARNALDI N.1|CUNEO|PIEMONTE|0040860002|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|SI|NO|1900|Informazione assente|-|Informazione assente|3.0|1.491,00|1.047,00|2.113,00
NORD OVEST|CNIC81400R|CNEE81414D|BOSSOLASCO-MURAZZANO|MURAZZANO  CAPOL.|MURAZZANO|SCUOLA PRIMARIA|VIA CELESTINO D'ASTE|CUNEO|PIEMONTE|0041450003|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|SI|SI|NO|2005|Informazione assente|-|Informazione assente|3.0|560,00|404,00|500,00
NORD OVEST|CNIC81400R|CNEE81414D|BOSSOLASCO-MURAZZANO|MURAZZANO  CAPOL.|MURAZZANO|SCUOLA PRIMARIA|VIA CELESTINO D'ASTE|CUNEO|PIEMONTE|0041450004|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1992|Informazione assente|-|Informazione assente|3.0|884,00|447,00|5.440,00
NORD OVEST|CNIC840009|CNAA840016|CERVASCA|CERVASCA-FRAZ. S.CROCE|CERVASCA|SCUOLA INFANZIA|VIA VIGNOLO,115|CUNEO|PIEMONTE|0040640003|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1993|Informazione assente|-|Informazione assente|3.0|2.000,00|-|5.470,00
NORD OVEST|CNIC840009|CNAA840027|CERVASCA|VIGNOLO-CAPOLUOGO|VIGNOLO|SCUOLA INFANZIA|VIA ROSOLINE|CUNEO|PIEMONTE|0042430002|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|1999|Informazione assente|-|Informazione assente|1.0|4.050,00|2.550,00|4.600,00
NORD OVEST|CNIC840009|CNAA840038|CERVASCA|CERVASCA - CAPOLUOGO|CERVASCA|SCUOLA INFANZIA|PIAZZA DR,. BERNARDI|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC84900Q|CNIC84900Q|DIANO D'ALBA - CAPOLUOGO|DIANO D'ALBA - CAPOLUOGO|DIANO D'ALBA|ISTITUTO COMPRENSIVO|PIAZZA UMBERTO I 25/A|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC85000X|CNIC85000X|BUSCA GIOSUE CARDUCCI|BUSCA GIOSUE CARDUCCI|BUSCA|ISTITUTO COMPRENSIVO|VIA  CARLETTO MICHELIS 2|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC85100Q|CNIC85100Q|SAVIGLIANO S. SANTAROSA|SAVIGLIANO S. SANTAROSA|SAVIGLIANO|ISTITUTO COMPRENSIVO|VIA ALESSANDRO FERRERI 9|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC81400R|CNAA81401N|BOSSOLASCO-MURAZZANO|ALBARETTO DELLA TORRE-CAPOLUOGO|ALBARETTO DELLA TORRE|SCUOLA INFANZIA|VIA SOTTANA 1|CUNEO|PIEMONTE|0040040001|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|2.0|358,00|133,00|1.519,00
NORD OVEST|CNIC81400R|CNAA81402P|BOSSOLASCO-MURAZZANO|BENEVELLO|BENEVELLO|SCUOLA INFANZIA|VIA SCUOLE 9|CUNEO|PIEMONTE|0040200001|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|3.0|1.693,00|1.019,00|3.608,00
NORD OVEST|CNIC81400R|CNAA81403Q|BOSSOLASCO-MURAZZANO|BOSSOLASCO-CAPOLUOGO|BOSSOLASCO|SCUOLA INFANZIA|PIAZZA CADUTI PER LA PATRIA, 1|CUNEO|PIEMONTE|0040270002|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|2004|Informazione assente|-|Informazione assente|2.0|10.000,00|-|1.113,00
NORD OVEST|CNIC81400R|CNAA81404R|BOSSOLASCO-MURAZZANO|CRAVANZANA|CRAVANZANA|SCUOLA INFANZIA|PIAZZA MARCONI 1|CUNEO|PIEMONTE|0040760001|CN|Attivo|201516.0|SI|NO|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|3.0|440,00|-|3.300,00
NORD OVEST|CNIC81400R|CNAA81405T|BOSSOLASCO-MURAZZANO|NIELLA BELBO CAPOLUOGO|NIELLA BELBO|SCUOLA INFANZIA|PIAZZA MERCATO 14|CUNEO|PIEMONTE|0041500003|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|2.0|894,00|712,00|1.229,00
NORD OVEST|CNIC81400R|CNAA81406V|BOSSOLASCO-MURAZZANO|SERRAVALLE LANGHE|SERRAVALLE LANGHE|SCUOLA INFANZIA|P.ZZA MUNICIPIO 19|CUNEO|PIEMONTE|0042190003|CN|Attivo|201516.0|SI|NO|NO|Non classificato a rischio|NO|NO|SI|-|tra il 1961 e il 1975|-|Informazione assente|3.0|325,00|125,00|700,00
NORD OVEST|CNIC818004|CNAA818022|SOMMARIVA PERNO|CORNELIANO D'ALBA-CAPOLUOGO|CORNELIANO D'ALBA|SCUOLA INFANZIA|VIA CASTELLERO 4|CUNEO|PIEMONTE|0040720002|CN|Attivo|201516.0|SI|-|-|Non Comunicato|-|SI|NO|1959|Informazione assente|-|Informazione assente|3.0|1.986,00|1.606,00|1.197,00
NORD OVEST|CNIC818004|CNAA818033|SOMMARIVA PERNO|PIOBESI D'ALBA  - CAPOLUOGO|PIOBESI D'ALBA|SCUOLA INFANZIA|VIA COMUNITA' 5|CUNEO|PIEMONTE|0041680001|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1984|Informazione assente|-|Informazione assente|1.0|863,00|393,00|1.320,00
NORD OVEST|CNIC841005|CNAA841012|CHIUSA DI PESIO - PEVERAGNO|CHIUSA DI PESIO - FRAZ. VIGNA|CHIUSA DI PESIO|SCUOLA INFANZIA|VIA PROVINCIALE|CUNEO|PIEMONTE|0040680004|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1971|Informazione assente|-|Informazione assente|2.0|530,00|356,00|1.096,00
NORD OVEST|CNIC841005|CNAA841023|CHIUSA DI PESIO - PEVERAGNO|CHIUSA DI PESIO-CAPOLUOGO|CHIUSA DI PESIO|SCUOLA INFANZIA|VIA VICINALE VIGNE SOPRANE|CUNEO|PIEMONTE|0040680006|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|2009|Informazione assente|-|Informazione assente|1.0|-|-|5.414,00
NORD OVEST|CNIC841005|CNAA841034|CHIUSA DI PESIO - PEVERAGNO|PEVERAGNO-CAPOLUOGO|PEVERAGNO|SCUOLA INFANZIA|VIA GUGLIELMO ABATE, 32|CUNEO|PIEMONTE|0041630004|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1800 e il 1899|1900|Informazione assente|3.0|2.000,00|870,00|7.884,00
NORD OVEST|CNIC84300R|CNAA84302P|CENTALLO-VILLAFALLETTO|CENTALLO|CENTALLO|SCUOLA INFANZIA|P.ZZA VITTORIO AMEDEO II,1|CUNEO|PIEMONTE|0040610004|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1994|Informazione assente|-|Informazione assente|2.0|3.000,00|1.800,00|6.000,00
NORD OVEST|CNIC85100Q|CNAA85101L|SAVIGLIANO S. SANTAROSA|SAVIGLIANO-C.SO DE GASPERI|SAVIGLIANO|SCUOLA INFANZIA|C.SO DE GASPERI 21|CUNEO|PIEMONTE|0042150003|CN|Attivo|201516.0|NO|NO|NO|Non Comunicato|-|SI|NO|1990|Informazione assente|-|Informazione assente|2.0|5.290,00|3.748,00|7.710,00
NORD OVEST|CNIC818004|CNAA818044|SOMMARIVA PERNO|SOMMARIVA PERNO-CAPOLUOGO|SOMMARIVA PERNO|SCUOLA INFANZIA|VIA ALA|CUNEO|PIEMONTE|0042230002|CN|Attivo|201516.0|SI|SI|NO|Non classificato a rischio|NO|SI|NO|1982|Informazione assente|-|Informazione assente|1.0|1.935,00|1.500,00|2.858,00
NORD OVEST|CNIC81900X|CNAA81901R|LA MORRA|BAROLO-CAPOLUOGO|BAROLO|SCUOLA INFANZIA|VICOLO DEL POZZO 1|CUNEO|PIEMONTE|0040130002|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|SI|NO|1959|Informazione assente|-|Informazione assente|4.0|1.074,00|524,00|4.770,00
NORD OVEST|CNIC81900X|CNAA81902T|LA MORRA|LA MORRA-CAPOLUOGO|LA MORRA|SCUOLA INFANZIA|VIA RICHIERI 3|CUNEO|PIEMONTE|0041050001|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1900 e il 1920|-|Informazione assente|3.0|745,00|416,00|2.980,00
NORD OVEST|CNIC81900X|CNAA81903V|LA MORRA|NOVELLO|NOVELLO|SCUOLA INFANZIA|VIA GIORDANO 59|CUNEO|PIEMONTE|0041520001|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|prima del 1945|2.0|270,00|70,00|1.020,00
NORD OVEST|CNIC81900X|CNAA81903V|LA MORRA|NOVELLO|NOVELLO|SCUOLA INFANZIA|VIA GIORDANO 59|CUNEO|PIEMONTE|0041520002|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|3.0|1.800,00|552,00|7.700,00
NORD OVEST|CNIC81900X|CNAA81904X|LA MORRA|MONFORTE D'ALBA-CAPOLUOGO|MONFORTE D'ALBA|SCUOLA INFANZIA|P.ZZA F.LLI VOLA N. 3|CUNEO|PIEMONTE|0041320005|CN|Attivo|201516.0|SI|NO|NO|Non classificato a rischio|SI|SI|NO|2009|Informazione assente|-|Informazione assente|2.0|-|-|4.520,00
